Competitors,Founded,Headquarters,Industry,Name,Now known as,Overview URL,Part of,Revenue,Size,Type,Website
"Accenture, IBM",1959,"Tysons, VA",IT Services,CSC,DXC Technology,"https://www.glassdoor.com/Overview/Working-at-CSC-EI_IE169.11,14.htm",,$10+ billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.csc.com
Unknown,1951,"Waco, TX",Insurance Carriers,American Income Life,,"https://www.glassdoor.com/Overview/Working-at-American-Income-Life-EI_IE107579.11,31.htm",Torchmark,$500 million to $1 billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.ailife.com
"Atos, Hewlett Packard Enterprise | HPE, IBM",1935,Tokyo (Japan),Unknown,Fujitsu,,"https://www.glassdoor.com/Overview/Working-at-Fujitsu-EI_IE3524.11,18.htm",,$5 to $10 billion (USD) per year,10000+ employees,Company - Public (FJTSY),www.fujitsu.com
,1858,"Cincinnati, OH",Internet,Macy's Technology,,"https://www.glassdoor.com/Overview/Working-at-Macy-s-Technology-EI_IE592459.11,28.htm",Macy's,$10+ billion (USD) per year,10000+ employees,Subsidiary or Business Segment,http://technology.macysjobs.com
Unknown,2004,"Alpharetta, GA",Consulting,MarketSource,,"https://www.glassdoor.com/Overview/Working-at-MarketSource-EI_IE29386.11,23.htm",,$50 to $100 million (USD) per year,5001 to 10000 employees,Company - Private,www.marketsource.com
"Medtronic, Boston Scientific, Edwards Lifesciences",1976,"Saint Paul, MN",Health Care Products Manufacturing,St. Jude Medical,,"https://www.glassdoor.com/Overview/Working-at-St-Jude-Medical-EI_IE1903.11,26.htm",Abbott Labs,$5 to $10 billion (USD) per year,10000+ employees,Company - Public (ABT ),www.sjm.com
Unknown,1850,"Los Angeles, CA",Municipal Governments,Los Angeles County,,"https://www.glassdoor.com/Overview/Working-at-Los-Angeles-County-EI_IE42786.11,29.htm",,Unknown / Non-Applicable per year,10000+ employees,Government,www.lacounty.gov
Unknown,1781,"Los Angeles, CA",Municipal Governments,Los Angeles,,"https://www.glassdoor.com/Overview/Working-at-Los-Angeles-EI_IE42775.11,22.htm",,Unknown / Non-Applicable per year,10000+ employees,Government,www.lacity.org
Unknown,1971,"Memphis, TN",Express Delivery Services,Fedex Express,,"https://www.glassdoor.com/Overview/Working-at-Fedex-Express-EI_IE22767.11,24.htm",,$10+ billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.fedex.com/us/express
"Xerox, Konica Minolta",1936,"Malvern, PA",IT Services,Ricoh Americas Corporation,,"https://www.glassdoor.com/Overview/Working-at-Ricoh-Americas-Corporation-EI_IE21210.11,37.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public,www.ricoh-usa.com
,1996,"San Diego, CA",Education Training Services,ACES,,"https://www.glassdoor.com/Overview/Working-at-ACES-EI_IE348551.11,15.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Private,www.acesaba.com
,1960,"El Segundo, CA",Research & Development,The Aerospace Corporation,,"https://www.glassdoor.com/Overview/Working-at-The-Aerospace-Corporation-EI_IE5634.11,36.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Nonprofit Organization,www.aerospace.org
,1792,"Boston, MA",Investment Banking & Asset Management,State Street,,"https://www.glassdoor.com/Overview/Working-at-State-Street-EI_IE1911.11,23.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (STT),www.statestreet.com
,2007,"San Francisco, CA",Consumer Products Manufacturing,Fitbit,,"https://www.glassdoor.com/Overview/Working-at-Fitbit-EI_IE500145.11,17.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Public (FIT ),www.fitbit.com
"Fluor, Bechtel, AECOM",1947,"Dallas, TX",Architectural & Engineering Services,Jacobs,,"https://www.glassdoor.com/Overview/Working-at-Jacobs-EI_IE913.11,17.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (JEC),www.jacobs.com
,1993,"Santa Clara, CA",Internet,Realtor.com,,"https://www.glassdoor.com/Overview/Working-at-Realtor-com-EI_IE9380.11,22.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Private,www.realtor.com/
"Fusion-io, Seagate Technology, Toshiba",2003,"San Jose, CA",IT Services,HGST,,"https://www.glassdoor.com/Overview/Working-at-HGST-EI_IE15833.11,15.htm",Western Digital,$100 to $500 million (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.hgst.com
